file_path,file_size,stream_type,buffer_size,file_sum,avg_time
data/comp_cast_type.csv,45,mmap_stream,8192,45,0.015
data/kind_type.csv,85,mmap_stream,8192,85,0.0097
data/company_type.csv,92,mmap_stream,8192,92,0.0073
data/link_type.csv,261,mmap_stream,8192,261,0.0216
data/info_type.csv,1928,mmap_stream,8192,1928,0.1003
data/movie_link.csv,656584,mmap_stream,8192,663308,26.5795
data/complete_cast.csv,2414495,mmap_stream,8192,2415967,119.0089
data/keyword.csv,3791536,mmap_stream,8192,3790842,122.6181
data/company_name.csv,17802021,mmap_stream,8192,17786589,218.6136
data/movie_info_idx.csv,35335875,mmap_stream,8192,35325294,1204.2803
data/aka_title.csv,38858446,mmap_stream,8192,38792402,349.9539
data/aka_name.csv,73004383,mmap_stream,8192,72908881,841.6278
data/movie_companies.csv,93112104,mmap_stream,8192,93045397,1856.836
data/movie_keyword.csv,93799307,mmap_stream,8192,93776684,3879.0012
data/person_info.csv,187108864,mmap_stream,8192,181101611,1375.5976
data/char_name.csv,215711567,mmap_stream,8192,215463306,3052.9598
data/name.csv,321191609,mmap_stream,8192,320787378,3881.1637
data/movie_info.csv,963782656,mmap_stream,8192,958660906,15058.2133
data/cast_info.csv,1418137141,mmap_stream,8192,1417229197,34172.4469
