file_path,file_size,stream_type,buffer_size,file_sum,avg_time_100,avg_time_1000,avg_time_10000
data/comp_cast_type.csv,45,buffered_stream,12288,72221,0.9164,9.5177,91.6208
data/kind_type.csv,85,buffered_stream,12288,68431,0.8708,9.7703,87.9293
data/company_type.csv,92,buffered_stream,12288,124404,0.8787,9.5838,87.8309
data/link_type.csv,261,buffered_stream,12288,85378,0.8903,9.3326,88.9078
data/info_type.csv,1928,buffered_stream,12288,99972,0.934,9.6439,91.8889
data/movie_link.csv,656584,buffered_stream,12288,115492,1.0799,11.6932,106.2512
data/complete_cast.csv,2414495,buffered_stream,12288,94210,1.1097,11.713,107.1491
data/keyword.csv,3791536,buffered_stream,12288,153979,1.2328,13.2666,120.8107
data/company_name.csv,17802021,buffered_stream,12288,385158,1.4132,15.1619,139.8269
data/movie_info_idx.csv,35335875,buffered_stream,12288,134587,1.3062,12.4309,111.4069
data/aka_title.csv,38858446,buffered_stream,12288,550428,1.4997,15.806,147.1556
data/aka_name.csv,73004383,buffered_stream,12288,413536,1.3793,14.7312,137.3471
data/movie_companies.csv,93112104,buffered_stream,12288,206565,1.1806,12.7203,114.9051
data/movie_keyword.csv,93799307,buffered_stream,12288,109264,1.1288,12.1118,112.2885
data/person_info.csv,187108864,buffered_stream,12288,5533791,1.333,13.822,128.7618
data/char_name.csv,215711567,buffered_stream,12288,351208,1.4381,14.9782,143.2165
data/name.csv,321191609,buffered_stream,12288,392223,1.4381,15.2303,140.4714
data/movie_info.csv,963782656,buffered_stream,12288,1616149,1.2608,13.5621,122.4369
data/cast_info.csv,1418137141,buffered_stream,12288,212781,1.4072,12.8152,118.1365
