file_path,file_size,stream_type,buffer_size,file_sum,avg_time_100,avg_time_1000,avg_time_10000
data/comp_cast_type.csv,45,buffered_stream,2048,72646,1.5411,9.6669,90.3662
data/kind_type.csv,85,buffered_stream,2048,67989,0.9135,9.3883,88.8109
data/company_type.csv,92,buffered_stream,2048,122937,0.8715,9.3676,88.4899
data/link_type.csv,261,buffered_stream,2048,85673,0.8851,9.5239,89.5927
data/info_type.csv,1928,buffered_stream,2048,99378,0.9278,10.1593,92.5806
data/movie_link.csv,656584,buffered_stream,2048,114643,1.0793,11.5862,105.6879
data/complete_cast.csv,2414495,buffered_stream,2048,94020,1.0959,11.5535,107.4328
data/keyword.csv,3791536,buffered_stream,2048,156903,1.2534,13.1063,121.0321
data/company_name.csv,17802021,buffered_stream,2048,387144,1.4168,14.9807,140.0248
data/movie_info_idx.csv,35335875,buffered_stream,2048,136496,1.1306,12.3846,112.7125
data/aka_title.csv,38858446,buffered_stream,2048,553033,1.4755,15.6952,145.7973
data/aka_name.csv,73004383,buffered_stream,2048,413976,1.3812,14.3809,136.8622
data/movie_companies.csv,93112104,buffered_stream,2048,208748,1.1461,12.4327,114.6643
data/movie_keyword.csv,93799307,buffered_stream,2048,108658,1.1139,12.1473,110.7514
data/person_info.csv,187108864,buffered_stream,2048,5418527,1.2963,14.0146,128.9457
data/char_name.csv,215711567,buffered_stream,2048,352000,1.4428,17.4865,143.2181
data/name.csv,321191609,buffered_stream,2048,391675,1.4028,15.226,140.5342
data/movie_info.csv,963782656,buffered_stream,2048,1604639,1.2538,13.4226,121.8612
data/cast_info.csv,1418137141,buffered_stream,2048,213696,1.2054,12.6932,117.5693
