file_path,file_size,stream_type,buffer_size,file_sum,avg_time
data/comp_cast_type.csv,45,buffered_stream,512,45,0.0124
data/kind_type.csv,85,buffered_stream,512,85,0.0129
data/company_type.csv,92,buffered_stream,512,92,0.0079
data/link_type.csv,261,buffered_stream,512,261,0.0105
data/info_type.csv,1928,buffered_stream,512,1928,0.0316
data/movie_link.csv,656584,buffered_stream,512,656584,7.0773
data/complete_cast.csv,2414495,buffered_stream,512,2414495,30.9857
data/keyword.csv,3791536,buffered_stream,512,3791536,36.15
data/company_name.csv,17802021,buffered_stream,512,17802021,96.9656
data/movie_info_idx.csv,35335875,buffered_stream,512,35335875,341.6489
data/aka_title.csv,38858446,buffered_stream,512,38858446,186.7276
data/aka_name.csv,73004383,buffered_stream,512,73004383,387.3637
data/movie_companies.csv,93112104,buffered_stream,512,93112104,747.7819
data/movie_keyword.csv,93799307,buffered_stream,512,93799307,1026.2725
data/person_info.csv,187108864,buffered_stream,512,187108864,879.32
data/char_name.csv,215711567,buffered_stream,512,215711567,1221.4237
data/name.csv,321191609,buffered_stream,512,321191609,1727.6225
data/movie_info.csv,963782656,buffered_stream,512,963782656,5726.4633
data/cast_info.csv,1418137141,buffered_stream,512,1418137141,10809.1442
