file_path,file_size,stream_type,buffer_size,file_sum,avg_time_100,avg_time_1000,avg_time_10000
data/comp_cast_type.csv,45,buffered_stream,20480,72001,0.9554,9.4674,90.0048
data/kind_type.csv,85,buffered_stream,20480,67777,0.8924,9.7097,88.5152
data/company_type.csv,92,buffered_stream,20480,123728,0.8863,9.4129,88.127
data/link_type.csv,261,buffered_stream,20480,84625,0.8988,9.3379,89.2565
data/info_type.csv,1928,buffered_stream,20480,97848,0.9133,9.6455,102.6617
data/movie_link.csv,656584,buffered_stream,20480,115122,1.0747,11.2894,105.3069
data/complete_cast.csv,2414495,buffered_stream,20480,94225,1.0947,11.1754,107.0033
data/keyword.csv,3791536,buffered_stream,20480,155832,1.2189,13.1909,119.7817
data/company_name.csv,17802021,buffered_stream,20480,388544,1.4292,15.3159,141.8647
data/movie_info_idx.csv,35335875,buffered_stream,20480,135764,1.1352,11.852,111.374
data/aka_title.csv,38858446,buffered_stream,20480,551252,1.4871,15.6476,145.7663
data/aka_name.csv,73004383,buffered_stream,20480,417644,1.3749,14.8973,136.9264
data/movie_companies.csv,93112104,buffered_stream,20480,207239,1.172,12.3274,114.1313
data/movie_keyword.csv,93799307,buffered_stream,20480,108167,1.1187,12.206,110.8805
data/person_info.csv,187108864,buffered_stream,20480,5236645,1.2959,13.8972,128.0321
data/char_name.csv,215711567,buffered_stream,20480,348212,1.4677,15.2467,143.0613
data/name.csv,321191609,buffered_stream,20480,390777,1.3982,15.2117,141.0221
data/movie_info.csv,963782656,buffered_stream,20480,1613301,1.2303,12.9386,121.4479
data/cast_info.csv,1418137141,buffered_stream,20480,211627,1.1889,12.2153,117.1865
