file_path,file_size,stream_type,buffer_size,file_sum,avg_time_100,avg_time_1000,avg_time_10000
data/comp_cast_type.csv,45,buffered_stream,64,72692,0.9312,8.8174,89.5677
data/kind_type.csv,85,buffered_stream,64,68397,0.8957,8.8878,86.9753
data/company_type.csv,92,buffered_stream,64,123606,0.8852,8.7279,86.9334
data/link_type.csv,261,buffered_stream,64,84799,0.886,8.8212,88.0491
data/info_type.csv,1928,buffered_stream,64,100716,0.9338,9.1521,91.2501
data/movie_link.csv,656584,buffered_stream,64,115220,1.0932,10.6045,104.8713
data/complete_cast.csv,2414495,buffered_stream,64,94351,1.1016,10.7006,105.744
data/keyword.csv,3791536,buffered_stream,64,157825,1.238,12.1825,118.9404
data/company_name.csv,17802021,buffered_stream,64,390532,1.4347,14.1072,138.0773
data/movie_info_idx.csv,35335875,buffered_stream,64,134862,1.1241,11.0588,110.0892
data/aka_title.csv,38858446,buffered_stream,64,550075,1.469,14.4776,143.7449
data/aka_name.csv,73004383,buffered_stream,64,413730,1.375,13.5773,134.7992
data/movie_companies.csv,93112104,buffered_stream,64,207937,1.1652,11.4419,113.4255
data/movie_keyword.csv,93799307,buffered_stream,64,109670,1.1131,11.1088,110.3236
data/person_info.csv,187108864,buffered_stream,64,5134144,1.2914,12.8297,127.1754
data/char_name.csv,215711567,buffered_stream,64,350356,1.4373,14.265,142.3523
data/name.csv,321191609,buffered_stream,64,385877,1.416,14.0297,139.3549
data/movie_info.csv,963782656,buffered_stream,64,1619215,1.263,12.2558,121.2615
data/cast_info.csv,1418137141,buffered_stream,64,213862,1.2039,11.8934,116.7235
