file_path,file_size,stream_type,buffer_size,file_sum,avg_time
data/comp_cast_type.csv,45,buffered_stream,256,45,0.016
data/kind_type.csv,85,buffered_stream,256,85,0.0103
data/company_type.csv,92,buffered_stream,256,92,0.0088
data/link_type.csv,261,buffered_stream,256,261,0.0101
data/info_type.csv,1928,buffered_stream,256,1928,0.0385
data/movie_link.csv,656584,buffered_stream,256,656584,9.0767
data/complete_cast.csv,2414495,buffered_stream,256,2414495,39.3677
data/keyword.csv,3791536,buffered_stream,256,3791536,57.4131
data/company_name.csv,17802021,buffered_stream,256,17802021,162.3716
data/movie_info_idx.csv,35335875,buffered_stream,256,35335875,446.792
data/aka_title.csv,38858446,buffered_stream,256,38858446,298.1757
data/aka_name.csv,73004383,buffered_stream,256,73004383,600.0075
data/movie_companies.csv,93112104,buffered_stream,256,93112104,1032.6602
data/movie_keyword.csv,93799307,buffered_stream,256,93799307,1303.368
data/person_info.csv,187108864,buffered_stream,256,187108864,1369.9187
data/char_name.csv,215711567,buffered_stream,256,215711567,1859.4886
data/name.csv,321191609,buffered_stream,256,321191609,2659.645
data/movie_info.csv,963782656,buffered_stream,256,963782656,8409.2708
data/cast_info.csv,1418137141,buffered_stream,256,1418137141,15114.182
