file_path,file_size,stream_type,buffer_size,file_sum,avg_time_100,avg_time_1000,avg_time_10000
data/comp_cast_type.csv,45,buffered_stream,1024,71874,0.9449,8.7833,90.0268
data/kind_type.csv,85,buffered_stream,1024,67435,0.9526,8.9072,87.4521
data/company_type.csv,92,buffered_stream,1024,123743,1.105,9.3053,89.2154
data/link_type.csv,261,buffered_stream,1024,85551,0.8862,9.2644,88.8669
data/info_type.csv,1928,buffered_stream,1024,99650,0.9325,9.2833,93.6596
data/movie_link.csv,656584,buffered_stream,1024,115717,1.0936,10.78,106.7845
data/complete_cast.csv,2414495,buffered_stream,1024,94684,1.1276,11.0006,110.1862
data/keyword.csv,3791536,buffered_stream,1024,156691,1.2644,12.4473,122.4993
data/company_name.csv,17802021,buffered_stream,1024,389303,1.4615,14.418,175.5966
data/movie_info_idx.csv,35335875,buffered_stream,1024,135420,1.3001,17.4227,151.5312
data/aka_title.csv,38858446,buffered_stream,1024,556726,1.6681,17.3561,167.9456
data/aka_name.csv,73004383,buffered_stream,1024,418931,1.3748,14.9004,137.7252
data/movie_companies.csv,93112104,buffered_stream,1024,206522,1.1532,12.5082,114.6425
data/movie_keyword.csv,93799307,buffered_stream,1024,109079,1.1222,11.951,111.1449
data/person_info.csv,187108864,buffered_stream,1024,5704514,1.2924,13.5226,128.6912
data/char_name.csv,215711567,buffered_stream,1024,351658,1.4607,15.9132,144.9056
data/name.csv,321191609,buffered_stream,1024,392624,1.6011,16.5302,141.599
data/movie_info.csv,963782656,buffered_stream,1024,1586574,1.2396,13.2058,122.7556
data/cast_info.csv,1418137141,buffered_stream,1024,213357,1.2045,12.6801,118.4956
