file_path,file_size,stream_type,buffer_size,file_sum,avg_time_100,avg_time_1000,avg_time_10000
data/comp_cast_type.csv,45,buffered_stream,128,72909,0.9458,8.8495,90.0883
data/kind_type.csv,85,buffered_stream,128,68119,0.877,8.9558,87.4905
data/company_type.csv,92,buffered_stream,128,123687,0.8852,8.7636,87.393
data/link_type.csv,261,buffered_stream,128,85678,0.8903,8.9084,88.7319
data/info_type.csv,1928,buffered_stream,128,99254,0.9405,9.2321,91.1652
data/movie_link.csv,656584,buffered_stream,128,115164,1.0839,10.5199,104.4097
data/complete_cast.csv,2414495,buffered_stream,128,94014,1.1001,10.7021,105.211
data/keyword.csv,3791536,buffered_stream,128,157279,1.2468,12.0654,118.9587
data/company_name.csv,17802021,buffered_stream,128,388637,1.4253,13.9542,139.1962
data/movie_info_idx.csv,35335875,buffered_stream,128,135642,1.1459,11.1835,110.6948
data/aka_title.csv,38858446,buffered_stream,128,549971,1.4752,14.5687,144.2393
data/aka_name.csv,73004383,buffered_stream,128,413432,1.3672,13.6487,134.6642
data/movie_companies.csv,93112104,buffered_stream,128,206668,1.1874,11.4836,114.0322
data/movie_keyword.csv,93799307,buffered_stream,128,109070,1.119,11.1229,109.5229
data/person_info.csv,187108864,buffered_stream,128,5550628,1.3327,12.9467,128.2907
data/char_name.csv,215711567,buffered_stream,128,352961,1.4359,14.2824,141.3411
data/name.csv,321191609,buffered_stream,128,392298,1.4069,14.0354,139.0878
data/movie_info.csv,963782656,buffered_stream,128,1567994,1.2314,12.205,121.3898
data/cast_info.csv,1418137141,buffered_stream,128,215636,1.2011,11.8652,116.9577
