file_path,file_size,stream_type,buffer_size,file_sum,avg_time_100,avg_time_1000,avg_time_10000
data/comp_cast_type.csv,45,buffered_stream,512,72329,0.93,8.8044,90.3017
data/kind_type.csv,85,buffered_stream,512,67754,0.8915,9.2704,87.6087
data/company_type.csv,92,buffered_stream,512,124572,0.8751,8.7195,86.5718
data/link_type.csv,261,buffered_stream,512,85121,0.9259,8.8866,90.2688
data/info_type.csv,1928,buffered_stream,512,99672,0.9317,9.1348,90.8737
data/movie_link.csv,656584,buffered_stream,512,114516,1.0928,10.5944,104.8115
data/complete_cast.csv,2414495,buffered_stream,512,94777,1.1026,10.7011,104.8188
data/keyword.csv,3791536,buffered_stream,512,156116,1.2258,12.0149,119.1242
data/company_name.csv,17802021,buffered_stream,512,387285,1.4164,13.9783,139.8182
data/movie_info_idx.csv,35335875,buffered_stream,512,134549,1.1207,13.1094,120.1518
data/aka_title.csv,38858446,buffered_stream,512,553326,1.592,21.1572,157.4295
data/aka_name.csv,73004383,buffered_stream,512,413496,1.3889,14.5686,143.8595
data/movie_companies.csv,93112104,buffered_stream,512,203754,1.1915,11.8001,115.296
data/movie_keyword.csv,93799307,buffered_stream,512,108067,1.1163,11.4259,112.2733
data/person_info.csv,187108864,buffered_stream,512,5283095,1.313,13.0147,131.8681
data/char_name.csv,215711567,buffered_stream,512,352311,1.4433,14.3051,141.6026
data/name.csv,321191609,buffered_stream,512,393090,1.4385,14.0177,143.6652
data/movie_info.csv,963782656,buffered_stream,512,1524768,1.237,12.4321,122.7059
data/cast_info.csv,1418137141,buffered_stream,512,213828,1.2031,11.9695,118.1403
