file_path,file_size,stream_type,buffer_size,file_sum,avg_time
data/comp_cast_type.csv,45,buffered_stream,2048,45,0.0082
data/kind_type.csv,85,buffered_stream,2048,85,0.0071
data/company_type.csv,92,buffered_stream,2048,92,0.0062
data/link_type.csv,261,buffered_stream,2048,261,0.0091
data/info_type.csv,1928,buffered_stream,2048,1928,0.0272
data/movie_link.csv,656584,buffered_stream,2048,656584,5.51
data/complete_cast.csv,2414495,buffered_stream,2048,2414495,24.2009
data/keyword.csv,3791536,buffered_stream,2048,3791536,28.2438
data/company_name.csv,17802021,buffered_stream,2048,17802021,56.356
data/movie_info_idx.csv,35335875,buffered_stream,2048,35335875,261.7884
data/aka_title.csv,38858446,buffered_stream,2048,38858446,97.3654
data/aka_name.csv,73004383,buffered_stream,2048,73004383,219.7088
data/movie_companies.csv,93112104,buffered_stream,2048,93112104,543.9243
data/movie_keyword.csv,93799307,buffered_stream,2048,93799307,814.2374
data/person_info.csv,187108864,buffered_stream,2048,187108864,460.3318
data/char_name.csv,215711567,buffered_stream,2048,215711567,720.3827
data/name.csv,321191609,buffered_stream,2048,321191609,993.7518
data/movie_info.csv,963782656,buffered_stream,2048,963782656,3529.1423
data/cast_info.csv,1418137141,buffered_stream,2048,1418137141,7510.9326
