file_path,file_size,stream_type,buffer_size,file_sum,avg_time_100,avg_time_1000,avg_time_10000
data/comp_cast_type.csv,45,mmap_stream,8192,45,0.4275,3.4129,35.7161
data/kind_type.csv,85,mmap_stream,8192,85,0.5565,4.0367,34.8473
data/company_type.csv,92,mmap_stream,8192,92,0.3397,3.4295,34.5345
data/link_type.csv,261,mmap_stream,8192,261,0.3575,3.6078,36.111
data/info_type.csv,1928,mmap_stream,8192,1928,0.3787,3.5957,35.0289
data/movie_link.csv,656584,mmap_stream,8192,9152,1.1607,4.5021,33.7656
data/complete_cast.csv,2414495,mmap_stream,8192,9296,1.267,6.7081,36.7258
data/keyword.csv,3791536,mmap_stream,8192,14374,1.2476,8.4002,37.0312
data/company_name.csv,17802021,mmap_stream,8192,91584,1.2681,13.3913,53.8001
data/movie_info_idx.csv,35335875,mmap_stream,8192,68647,1.2701,13.3035,73.1004
data/aka_title.csv,38858446,mmap_stream,8192,273688,1.2634,13.2732,77.1565
data/aka_name.csv,73004383,mmap_stream,8192,375532,1.2668,13.2259,115.5652
data/movie_companies.csv,93112104,mmap_stream,8192,206732,1.2689,13.5109,124.7098
data/movie_keyword.csv,93799307,mmap_stream,8192,108864,1.2519,13.4762,124.8318
data/person_info.csv,187108864,mmap_stream,8192,4511434,1.3016,13.8044,128.0298
data/char_name.csv,215711567,mmap_stream,8192,353875,1.2669,13.4692,123.5938
data/name.csv,321191609,mmap_stream,8192,394545,1.2674,13.5466,126.1971
data/movie_info.csv,963782656,mmap_stream,8192,1601046,1.2745,13.7669,126.5611
data/cast_info.csv,1418137141,mmap_stream,8192,213083,1.2763,13.8405,125.9053
