file_path,file_size,stream_type,buffer_size,file_sum,avg_time
data/comp_cast_type.csv,45,mmap_stream,12288,45,0.0093
data/kind_type.csv,85,mmap_stream,12288,85,0.0102
data/company_type.csv,92,mmap_stream,12288,92,0.0068
data/link_type.csv,261,mmap_stream,12288,261,0.0216
data/info_type.csv,1928,mmap_stream,12288,1928,0.1005
data/movie_link.csv,656584,mmap_stream,12288,663419,27.796
data/complete_cast.csv,2414495,mmap_stream,12288,2420294,123.1232
data/keyword.csv,3791536,mmap_stream,12288,3795674,124.2252
data/company_name.csv,17802021,mmap_stream,12288,17790276,216.2716
data/movie_info_idx.csv,35335875,mmap_stream,12288,35329929,1210.1556
data/aka_title.csv,38858446,mmap_stream,12288,38820635,335.1521
data/aka_name.csv,73004383,mmap_stream,12288,72950489,818.2858
data/movie_companies.csv,93112104,mmap_stream,12288,93071368,1870.2172
data/movie_keyword.csv,93799307,mmap_stream,12288,93787013,3936.0843
data/person_info.csv,187108864,mmap_stream,12288,183101695,1334.2937
data/char_name.csv,215711567,mmap_stream,12288,215550876,2844.7869
data/name.csv,321191609,mmap_stream,12288,320928863,3727.8716
data/movie_info.csv,963782656,mmap_stream,12288,962736282,19890.9996
data/cast_info.csv,1418137141,mmap_stream,12288,1417549110,34135.7319
