file_path,file_size,stream_type,buffer_size,file_sum,avg_time_100,avg_time_1000,avg_time_10000
data/comp_cast_type.csv,45,buffered_stream,4096,72179,0.9034,9.6355,90.6223
data/kind_type.csv,85,buffered_stream,4096,68105,0.8736,9.1817,87.8483
data/company_type.csv,92,buffered_stream,4096,123578,0.8941,9.3217,88.1909
data/link_type.csv,261,buffered_stream,4096,85425,0.9015,9.5419,89.5306
data/info_type.csv,1928,buffered_stream,4096,99295,0.9187,10.0297,95.003
data/movie_link.csv,656584,buffered_stream,4096,116887,1.0816,11.483,106.4142
data/complete_cast.csv,2414495,buffered_stream,4096,94804,1.1074,11.6796,106.9034
data/keyword.csv,3791536,buffered_stream,4096,156482,1.2596,13.1645,121.3307
data/company_name.csv,17802021,buffered_stream,4096,392017,1.4239,15.2005,140.8021
data/movie_info_idx.csv,35335875,buffered_stream,4096,135180,1.1295,12.3178,112.7012
data/aka_title.csv,38858446,buffered_stream,4096,557735,1.4807,15.7087,145.8089
data/aka_name.csv,73004383,buffered_stream,4096,410046,1.3971,14.7309,135.8929
data/movie_companies.csv,93112104,buffered_stream,4096,205119,1.1667,12.4466,114.2517
data/movie_keyword.csv,93799307,buffered_stream,4096,108356,1.1216,12.0245,111.0874
data/person_info.csv,187108864,buffered_stream,4096,5314373,1.3065,13.5056,129.3794
data/char_name.csv,215711567,buffered_stream,4096,352778,1.4438,15.0654,143.8786
data/name.csv,321191609,buffered_stream,4096,391906,1.4277,15.1226,140.4447
data/movie_info.csv,963782656,buffered_stream,4096,1681572,1.2244,13.284,121.8517
data/cast_info.csv,1418137141,buffered_stream,4096,213534,1.1916,12.5071,118.0293
