file_path,file_size,stream_type,buffer_size,file_sum,avg_time
data/comp_cast_type.csv,45,buffered_stream,12288,45,0.0082
data/kind_type.csv,85,buffered_stream,12288,85,0.0071
data/company_type.csv,92,buffered_stream,12288,92,0.0064
data/link_type.csv,261,buffered_stream,12288,261,0.0091
data/info_type.csv,1928,buffered_stream,12288,1928,0.0271
data/movie_link.csv,656584,buffered_stream,12288,656584,5.088
data/complete_cast.csv,2414495,buffered_stream,12288,2414495,22.7013
data/keyword.csv,3791536,buffered_stream,12288,3791536,26.1007
data/company_name.csv,17802021,buffered_stream,12288,17802021,45.1673
data/movie_info_idx.csv,35335875,buffered_stream,12288,35335875,242.1377
data/aka_title.csv,38858446,buffered_stream,12288,38858446,72.4088
data/aka_name.csv,73004383,buffered_stream,12288,73004383,173.7835
data/movie_companies.csv,93112104,buffered_stream,12288,93112104,473.8092
data/movie_keyword.csv,93799307,buffered_stream,12288,93799307,752.835
data/person_info.csv,187108864,buffered_stream,12288,187108864,325.7724
data/char_name.csv,215711567,buffered_stream,12288,215711567,579.9551
data/name.csv,321191609,buffered_stream,12288,321191609,789.0042
data/movie_info.csv,963782656,buffered_stream,12288,963782656,2865.1602
data/cast_info.csv,1418137141,buffered_stream,12288,1418137141,6564.971
