file_path,file_size,stream_type,buffer_size,file_sum,avg_time
data/comp_cast_type.csv,45,buffered_stream,32,45,0.0161
data/kind_type.csv,85,buffered_stream,32,85,0.013
data/company_type.csv,92,buffered_stream,32,92,0.0117
data/link_type.csv,261,buffered_stream,32,261,0.0219
data/info_type.csv,1928,buffered_stream,32,1928,0.1152
data/movie_link.csv,656584,buffered_stream,32,656584,37.7665
data/complete_cast.csv,2414495,buffered_stream,32,2414495,134.5285
data/keyword.csv,3791536,buffered_stream,32,3791536,200.3239
data/company_name.csv,17802021,buffered_stream,32,17802021,792.4362
data/movie_info_idx.csv,35335875,buffered_stream,32,35335875,1869.5147
data/aka_title.csv,38858446,buffered_stream,32,38858446,1672.6758
data/aka_name.csv,73004383,buffered_stream,32,73004383,3219.873
data/movie_companies.csv,93112104,buffered_stream,32,93112104,4693.4868
data/movie_keyword.csv,93799307,buffered_stream,32,93799307,5065.3592
data/person_info.csv,187108864,buffered_stream,32,187108864,7979.7942
data/char_name.csv,215711567,buffered_stream,32,215711567,9879.4048
data/name.csv,321191609,buffered_stream,32,321191609,14176.1317
data/movie_info.csv,963782656,buffered_stream,32,963782656,43613.2814
data/cast_info.csv,1418137141,buffered_stream,32,1418137141,70366.7638
