file_path,file_size,stream_type,buffer_size,file_sum,avg_time
data/comp_cast_type.csv,45,buffered_stream,1024,45,0.016
data/kind_type.csv,85,buffered_stream,1024,85,0.0141
data/company_type.csv,92,buffered_stream,1024,92,0.0075
data/link_type.csv,261,buffered_stream,1024,261,0.0082
data/info_type.csv,1928,buffered_stream,1024,1928,0.0267
data/movie_link.csv,656584,buffered_stream,1024,656584,5.981
data/complete_cast.csv,2414495,buffered_stream,1024,2414495,26.0029
data/keyword.csv,3791536,buffered_stream,1024,3791536,31.0953
data/company_name.csv,17802021,buffered_stream,1024,17802021,69.1353
data/movie_info_idx.csv,35335875,buffered_stream,1024,35335875,285.5742
data/aka_title.csv,38858446,buffered_stream,1024,38858446,125.6433
data/aka_name.csv,73004383,buffered_stream,1024,73004383,271.9689
data/movie_companies.csv,93112104,buffered_stream,1024,93112104,601.4347
data/movie_keyword.csv,93799307,buffered_stream,1024,93799307,880.8575
data/person_info.csv,187108864,buffered_stream,1024,187108864,600.1144
data/char_name.csv,215711567,buffered_stream,1024,215711567,878.8809
data/name.csv,321191609,buffered_stream,1024,321191609,1227.4695
data/movie_info.csv,963782656,buffered_stream,1024,963782656,4233.9438
data/cast_info.csv,1418137141,buffered_stream,1024,1418137141,8577.3506
