file_path,file_size,stream_type,buffer_size,file_sum,avg_time
data/comp_cast_type.csv,45,buffered_stream,16384,45,0.0153
data/kind_type.csv,85,buffered_stream,16384,85,0.0095
data/company_type.csv,92,buffered_stream,16384,92,0.0151
data/link_type.csv,261,buffered_stream,16384,261,0.0087
data/info_type.csv,1928,buffered_stream,16384,1928,0.0274
data/movie_link.csv,656584,buffered_stream,16384,656584,5.163
data/complete_cast.csv,2414495,buffered_stream,16384,2414495,22.6653
data/keyword.csv,3791536,buffered_stream,16384,3791536,26.0768
data/company_name.csv,17802021,buffered_stream,16384,17802021,44.7098
data/movie_info_idx.csv,35335875,buffered_stream,16384,35335875,236.6722
data/aka_title.csv,38858446,buffered_stream,16384,38858446,71.2655
data/aka_name.csv,73004383,buffered_stream,16384,73004383,170.7704
data/movie_companies.csv,93112104,buffered_stream,16384,93112104,469.5445
data/movie_keyword.csv,93799307,buffered_stream,16384,93799307,750.4038
data/person_info.csv,187108864,buffered_stream,16384,187108864,318.2433
data/char_name.csv,215711567,buffered_stream,16384,215711567,573.3289
data/name.csv,321191609,buffered_stream,16384,321191609,779.1854
data/movie_info.csv,963782656,buffered_stream,16384,963782656,2831.2771
data/cast_info.csv,1418137141,buffered_stream,16384,1418137141,6513.7609
