file_path,file_size,stream_type,buffer_size,file_sum,avg_time_100,avg_time_1000,avg_time_10000
data/comp_cast_type.csv,45,buffered_stream,16384,71855,0.9627,9.4062,89.7926
data/kind_type.csv,85,buffered_stream,16384,67731,0.8906,9.4747,88.5861
data/company_type.csv,92,buffered_stream,16384,122611,0.9797,9.3762,87.9643
data/link_type.csv,261,buffered_stream,16384,86142,0.9003,9.6128,89.672
data/info_type.csv,1928,buffered_stream,16384,99588,0.9344,9.6757,91.9759
data/movie_link.csv,656584,buffered_stream,16384,114200,1.0824,11.7335,106.596
data/complete_cast.csv,2414495,buffered_stream,16384,94383,1.0964,11.589,106.3589
data/keyword.csv,3791536,buffered_stream,16384,155601,1.2312,13.2202,120.6888
data/company_name.csv,17802021,buffered_stream,16384,384773,1.4265,15.226,140.4529
data/movie_info_idx.csv,35335875,buffered_stream,16384,133402,1.142,12.0633,111.8412
data/aka_title.csv,38858446,buffered_stream,16384,554673,1.5014,15.6244,145.5564
data/aka_name.csv,73004383,buffered_stream,16384,414508,1.3602,14.7816,136.2672
data/movie_companies.csv,93112104,buffered_stream,16384,205744,1.1477,12.188,114.3719
data/movie_keyword.csv,93799307,buffered_stream,16384,108187,1.1172,11.6936,110.592
data/person_info.csv,187108864,buffered_stream,16384,5256625,1.3223,13.5776,128.5741
data/char_name.csv,215711567,buffered_stream,16384,356523,1.4372,15.6673,143.0341
data/name.csv,321191609,buffered_stream,16384,393174,1.4414,14.9927,140.1741
data/movie_info.csv,963782656,buffered_stream,16384,1576385,1.2357,13.4503,121.8623
data/cast_info.csv,1418137141,buffered_stream,16384,213554,1.1697,12.5769,117.1749
