file_path,file_size,stream_type,buffer_size,file_sum,avg_time
data/comp_cast_type.csv,45,buffered_stream,128,45,0.0081
data/kind_type.csv,85,buffered_stream,128,85,0.0073
data/company_type.csv,92,buffered_stream,128,92,0.0095
data/link_type.csv,261,buffered_stream,128,261,0.0151
data/info_type.csv,1928,buffered_stream,128,1928,0.0563
data/movie_link.csv,656584,buffered_stream,128,656584,13.6609
data/complete_cast.csv,2414495,buffered_stream,128,2414495,52.7611
data/keyword.csv,3791536,buffered_stream,128,3791536,68.6031
data/company_name.csv,17802021,buffered_stream,128,17802021,252.5801
data/movie_info_idx.csv,35335875,buffered_stream,128,35335875,655.4596
data/aka_title.csv,38858446,buffered_stream,128,38858446,526.1902
data/aka_name.csv,73004383,buffered_stream,128,73004383,1021.3203
data/movie_companies.csv,93112104,buffered_stream,128,93112104,1572.264
data/movie_keyword.csv,93799307,buffered_stream,128,93799307,1857.5261
data/person_info.csv,187108864,buffered_stream,128,187108864,2347.2288
data/char_name.csv,215711567,buffered_stream,128,215711567,3107.2106
data/name.csv,321191609,buffered_stream,128,321191609,4500.1239
data/movie_info.csv,963782656,buffered_stream,128,963782656,13736.106
data/cast_info.csv,1418137141,buffered_stream,128,1418137141,23492.3551
