file_path,file_size,stream_type,buffer_size,file_sum,avg_time
data/comp_cast_type.csv,45,buffered_stream,64,45,0.016
data/kind_type.csv,85,buffered_stream,64,85,0.0123
data/company_type.csv,92,buffered_stream,64,92,0.0141
data/link_type.csv,261,buffered_stream,64,261,0.0148
data/info_type.csv,1928,buffered_stream,64,1928,0.0741
data/movie_link.csv,656584,buffered_stream,64,656584,20.8109
data/complete_cast.csv,2414495,buffered_stream,64,2414495,80.5651
data/keyword.csv,3791536,buffered_stream,64,3791536,111.6072
data/company_name.csv,17802021,buffered_stream,64,17802021,447.59
data/movie_info_idx.csv,35335875,buffered_stream,64,35335875,1065.1319
data/aka_title.csv,38858446,buffered_stream,64,38858446,915.7701
data/aka_name.csv,73004383,buffered_stream,64,73004383,1805.6885
data/movie_companies.csv,93112104,buffered_stream,64,93112104,2634.8955
data/movie_keyword.csv,93799307,buffered_stream,64,93799307,2928.4767
data/person_info.csv,187108864,buffered_stream,64,187108864,4256.514
data/char_name.csv,215711567,buffered_stream,64,215711567,5533.0314
data/name.csv,321191609,buffered_stream,64,321191609,8008.0166
data/movie_info.csv,963782656,buffered_stream,64,963782656,23719.6255
data/cast_info.csv,1418137141,buffered_stream,64,1418137141,39542.2721
