file_path,file_size,stream_type,buffer_size,file_sum,avg_time
data/comp_cast_type.csv,45,buffered_stream,4096,45,0.0137
data/kind_type.csv,85,buffered_stream,4096,85,0.0153
data/company_type.csv,92,buffered_stream,4096,92,0.0099
data/link_type.csv,261,buffered_stream,4096,261,0.01
data/info_type.csv,1928,buffered_stream,4096,1928,0.0266
data/movie_link.csv,656584,buffered_stream,4096,656584,5.3457
data/complete_cast.csv,2414495,buffered_stream,4096,2414495,23.3948
data/keyword.csv,3791536,buffered_stream,4096,3791536,27.0735
data/company_name.csv,17802021,buffered_stream,4096,17802021,49.4894
data/movie_info_idx.csv,35335875,buffered_stream,4096,35335875,248.0594
data/aka_title.csv,38858446,buffered_stream,4096,38858446,81.6908
data/aka_name.csv,73004383,buffered_stream,4096,73004383,190.979
data/movie_companies.csv,93112104,buffered_stream,4096,93112104,497.6111
data/movie_keyword.csv,93799307,buffered_stream,4096,93799307,776.9651
data/person_info.csv,187108864,buffered_stream,4096,187108864,379.0232
data/char_name.csv,215711567,buffered_stream,4096,215711567,633.421
data/name.csv,321191609,buffered_stream,4096,321191609,867.7921
data/movie_info.csv,963782656,buffered_stream,4096,963782656,3139.197
data/cast_info.csv,1418137141,buffered_stream,4096,1418137141,6959.0383
