file_path,file_size,stream_type,buffer_size,file_sum,avg_time_100,avg_time_1000,avg_time_10000
data/comp_cast_type.csv,45,mmap_stream,16384,45,0.3835,3.707,36.3995
data/kind_type.csv,85,mmap_stream,16384,85,0.3436,4.3316,35.0258
data/company_type.csv,92,mmap_stream,16384,92,0.3402,3.4862,34.2368
data/link_type.csv,261,mmap_stream,16384,261,0.3611,3.5863,36.1504
data/info_type.csv,1928,mmap_stream,16384,1928,0.3806,3.6546,35.1753
data/movie_link.csv,656584,mmap_stream,16384,16909,0.9437,4.2118,33.7013
data/complete_cast.csv,2414495,mmap_stream,16384,17795,1.3391,5.7236,35.114
data/keyword.csv,3791536,mmap_stream,16384,20223,1.3213,6.0229,34.5637
data/company_name.csv,17802021,mmap_stream,16384,127940,1.3564,14.2066,52.0899
data/movie_info_idx.csv,35335875,mmap_stream,16384,45643,1.3454,13.9665,54.7632
data/aka_title.csv,38858446,mmap_stream,16384,142811,1.3479,14.0664,57.2414
data/aka_name.csv,73004383,mmap_stream,16384,233921,1.3645,13.9936,80.8668
data/movie_companies.csv,93112104,mmap_stream,16384,188200,1.3508,14.0638,110.8994
data/movie_keyword.csv,93799307,mmap_stream,16384,86167,1.3638,14.2347,109.6427
data/person_info.csv,187108864,mmap_stream,16384,5161959,1.3847,14.4657,136.4072
data/char_name.csv,215711567,mmap_stream,16384,353527,1.3498,14.0706,130.831
data/name.csv,321191609,mmap_stream,16384,392717,1.3576,14.3842,133.1693
data/movie_info.csv,963782656,mmap_stream,16384,1647344,1.3649,14.4659,134.155
data/cast_info.csv,1418137141,mmap_stream,16384,212651,1.3849,14.4532,135.138
